-0.0485,0.5
0.0675,0.5
0.0645,0.502
-0.026,0.5055
-0.015,0.504
-0.015,0.5045
-0.0085,0.5045
-0.031,0.5075
-0.012,0.5065
-0.018,0.5065
-0.0095,0.507
0.067,0.507
0.0775,0.5065
0.0775,0.507
-0.036,0.5115
-0.0275,0.508
0.0785,0.5095
0.0685,0.5085
-0.014,0.509
0.087,0.513
-0.0285,0.513
-0.0215,0.5105
-0.0125,0.51
0.087,0.51
0.0695,0.5125
0.075,0.512
0.0785,0.5115
-0.019,0.512
-0.013,0.512
-0.0365,0.514
-0.023,0.5125
-0.0085,0.5155
-0.0335,0.5155
0.074,0.513
0.079,0.514
0.082,0.513
0.0895,0.515
-0.024,0.52
0.0845,0.517
-0.035,0.514
0.064,0.5155
-0.021,0.5145
-0.004,0.5145
-0.017,0.5175
-0.015,0.515
0.073,0.5165
0.077,0.5155
0.0905,0.517
-0.0365,0.519
-0.0085,0.5175
0.0635,0.522
0.067,0.515
-0.03,0.5165
-0.0065,0.516
-0.004,0.5165
0.079,0.5165
-0.0015,0.5195
0.0785,0.518
0.0945,0.5265
0.084,0.517
0.093,0.519
0.0925,0.5165
0.0625,0.517
-0.012,0.519
-0.009,0.52
0.068,0.52
0.0735,0.518
0.0655,0.518
0.0785,0.5225
0.0895,0.5185
-0.0315,0.5215
-0.03,0.5185
0.0805,0.519
-0.022,0.5195
-0.0065,0.5195
0.0605,0.5195
-0.022,0.5235
-0.0165,0.52
-0.0145,0.5225
0.073,0.521
0.0655,0.5215
-0.029,0.525
-0.0165,0.5235
-0.002,0.524
0.0015,0.522
0.02,0.5215
0.093,0.522
0.0645,0.525
0.095,0.523
-0.034,0.526
0.0685,0.526
0.0695,0.523
0.077,0.5255
-0.028,0.524
-0.027,0.5235
-0.02,0.524
-0.009,0.5235
-0.008,0.526
0.0765,0.5235
0.081,0.5235
0.083,0.528
0.0215,0.5235
0.0515,0.526
0.055,0.5245
0.0655,0.5285
-0.021,0.525
-0.016,0.527
0.067,0.5265
0.0985,0.525
-0.024,0.5265
-0.012,0.5275
0.0205,0.5255
0.0755,0.527
0.0895,0.525
-0.0335,0.526
0.0,0.526
0.0045,0.527
0.0785,0.5265
-0.022,0.5275
0.069,0.528
0.071,0.5275
-0.024,0.5275
0.0185,0.528
0.0875,0.5275
0.0905,0.529
-0.02,0.528
-0.0075,0.528
0.0155,0.5275
0.0525,0.528
0.061,0.5285
0.077,0.5305
0.0885,0.5275
-0.027,0.5285
0.0655,0.528
-0.019,0.53
0.018,0.529
0.0675,0.531
0.075,0.529
0.087,0.529
0.074,0.5305
0.02,0.53
0.0215,0.53
0.0835,0.5305
0.0925,0.53
0.013,0.5305
0.006,0.534
0.081,0.532
0.0185,0.536
0.0105,0.5325
0.0345,0.536
0.0085,0.535
0.0195,0.5355
0.0355,0.5405
0.02,0.553
0.019,0.538
0.0215,0.5395
0.016,0.542
0.021,0.546
0.038,0.5465
0.014,0.5525
0.014,0.555
0.0135,0.5575
0.017,0.556
0.012,0.5595
0.015,0.5575
0.0405,0.56
0.0115,0.5595
0.0425,0.5635
0.007,0.569
0.045,0.562
0.0445,0.562
0.046,0.5625
0.0145,0.563
0.048,0.574
0.0425,0.5635
0.0445,0.564
0.0455,0.5655
0.047,0.5655
0.012,0.567
0.013,0.567
0.011,0.5685
0.0195,0.568
0.0065,0.5725
-0.049,0.57
0.0085,0.573
0.0055,0.5725
0.007,0.5735
0.0495,0.576
-0.05,0.579
-0.049,0.5925
0.0185,0.5825
0.037,0.585
0.0395,0.5835
0.0145,0.587
0.037,0.587
0.0395,0.587
0.041,0.5895
0.044,0.5865
0.1035,0.5915
0.0385,0.591
0.015,0.59
0.0455,0.5905
0.0175,0.5905
0.0455,0.5915
0.102,0.6015
0.1035,0.5915
-0.049,0.5925
-0.047,0.6035
-0.0495,0.6045
0.104,0.6015
0.0995,0.6125
0.1015,0.602
-0.047,0.604
-0.044,0.617
-0.046,0.6175
-0.049,0.605
0.1025,0.61
0.0955,0.6255
0.0995,0.613
0.101,0.615
0.0025,0.619
0.0105,0.617
-0.044,0.617
-0.0355,0.6345
-0.008,0.6195
0.0025,0.618
0.0205,0.618
0.033,0.6175
0.034,0.6185
0.035,0.618
0.0455,0.6185
-0.0405,0.6305
-0.0465,0.618
0.0275,0.618
0.045,0.618
0.016,0.618
0.0185,0.6195
0.0115,0.6195
0.045,0.6195
0.0545,0.62
0.0295,0.621
0.039,0.62
0.0405,0.6205
0.0035,0.6205
0.0075,0.621
0.0365,0.6205
0.043,0.6205
0.045,0.6205
0.0335,0.621
0.0995,0.6205
0.094,0.6345
0.0475,0.622
0.0575,0.6205
0.053,0.6225
0.0545,0.623
0.023,0.6235
0.025,0.6255
0.0545,0.6235
0.091,0.6345
0.0955,0.6255
0.0475,0.627
0.0265,0.6305
0.1,0.6335
-0.038,0.6345
0.1045,0.632
-0.0415,0.4
-0.0385,0.4
0.054,0.41
0.047,0.4
0.05,0.4
0.0555,0.4095
0.1085,0.4075
0.0995,0.4
0.1085,0.4
0.11,0.409
0.1125,0.4005
0.118,0.41
-0.044,0.402
-0.0375,0.4005
-0.049,0.415
-0.0195,0.4095
-0.0135,0.401
-0.012,0.402
-0.018,0.4105
-0.0645,0.434
-0.0435,0.402
0.085,0.4055
0.0915,0.414
0.09,0.4155
0.0845,0.407
0.111,0.409
-0.048,0.415
-0.0625,0.442
-0.0245,0.422
-0.019,0.416
-0.0145,0.4625
0.0145,0.418
0.0165,0.418
0.004,0.4435
0.093,0.4225
0.0985,0.431
-0.038,0.4425
-0.0255,0.4245
0.097,0.4325
-0.0525,0.455
-0.0345,0.4255
-0.024,0.4265
-0.036,0.4435
-0.033,0.427
-0.051,0.4565
0.0345,0.4285
0.0775,0.4735
0.0485,0.449
0.0345,0.43
-0.051,0.438
-0.0465,0.4325
0.0995,0.4335
-0.0635,0.4345
-0.0465,0.476
-0.021,0.4395
0.1015,0.4405
0.1195,0.4955
-0.02,0.4415
-0.045,0.478
-0.0625,0.442
0.066,0.442
0.0745,0.454
0.116,0.496
0.099,0.442
0.0035,0.4435
-0.023,0.477
0.0735,0.455
0.0645,0.4425
-0.027,0.458
-0.018,0.4435
-0.0165,0.4445
-0.0255,0.4585
0.0515,0.451
0.0845,0.448
0.1075,0.4905
0.0645,0.4495
0.0915,0.4815
0.1045,0.491
0.0825,0.449
0.089,0.4845
0.05,0.452
0.0795,0.4715
0.0635,0.4505
0.1115,0.4515
0.1135,0.4515
-0.061,0.473
-0.053,0.456
-0.051,0.457
-0.0595,0.474
-0.0445,0.466
-0.038,0.4565
-0.0365,0.4575
-0.043,0.4675
-0.0295,0.4775
-0.0145,0.4625
-0.046,0.4635
-0.0345,0.474
-0.029,0.4675
0.0995,0.4915
0.087,0.468
0.089,0.468
0.1015,0.4895
-0.0565,0.486
-0.0475,0.473
-0.0465,0.4745
-0.054,0.488
-0.0425,0.48
-0.0405,0.4855
-0.0295,0.4755
-0.0235,0.476
-0.0395,0.4885
-0.037,0.476
-0.0435,0.4835
-0.043,0.492
-0.0375,0.4885
-0.012,0.4905
0.08,0.493
0.094,0.49
-0.012,0.4905
0.0045,0.4985
0.0735,0.492
-0.052,0.498
-0.045,0.49
0.094,0.4915
0.11,0.501
-0.032,0.492
-0.046,0.4935
0.079,0.4915
0.1,0.4965
0.083,0.496
0.1075,0.504
-0.0505,0.511
-0.051,0.4985
0.1085,0.501
0.11,0.515
0.1165,0.5025
-0.063,0.5045
-0.065,0.555
0.108,0.5155
0.106,0.5045
0.1155,0.5045
0.1175,0.5055
-0.0595,0.515
